,DOMINIO,T_INSTRUM,ESTRATO,PISOS,P1_2,P1_2_A,FOCOS,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_4_7,P1_4_8,P1_4_9,AGUA,DRENAJE,P1_7,P1_9,P1_10_1,P1_10_2,P1_10_3,P1_10_4,PAREN,EDAD,RES_MADRE,RES_PADRE,ESCOLARIDAD,GRA,ALFABETISMO,ASISTENCIA_ESC,PERT_INDIGENA,LENG_INDIGENA,LENG_ESPAÑOL,TRABAJO,P2_14,P2_15,P10_1,P10_3,NACIO_VIV,NACIO_MUERT,ABORTO,P10_5,P10_6ANIO,P10_6MES,P10_8_abuso,P10_8_atencion,P10_7
7004,0,0,1,1,1,2,4,0,1,0,0,1,0,0,0,0,1,0,4,1,,,,,1,1,3.0,2.0,1,2.0,1,0,0.0,0,,0,2.0,6.0,5,2,3,0,0,4,5,5,0,0,0
7005,0,0,1,1,1,1,2,0,1,0,0,1,0,1,0,0,1,1,4,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,2,2,0,1,4,5,1,0,0,4
7015,0,0,1,1,1,2,2,0,1,1,0,1,1,1,0,0,1,0,3,1,,,,,1,0,2.0,2.0,1,2.0,1,0,0.0,0,,0,4.0,4.0,8,0,1,0,0,4,4,5,0,0,4
7016,0,3,1,2,1,2,3,1,0,0,0,0,1,0,0,0,1,0,3,1,,,,,0,2,2.0,2.0,1,1.0,0,0,2.0,0,,1,,3.0,8,0,1,0,0,0,4,7,0,0,4
7021,0,0,1,1,2,3,8,1,1,0,0,1,1,1,1,0,0,0,6,2,0.0,1.0,0.0,0.0,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,6,4,11,0,0,4
7023,0,1,1,1,3,4,6,1,1,0,1,1,1,1,0,1,0,0,10,1,,,,,2,3,1.0,1.0,1,2.0,1,0,2.0,0,,0,10.0,,5,1,1,0,1,4,3,7,0,1,4
7024,0,0,1,1,3,5,10,1,1,0,0,1,1,1,0,0,0,1,8,1,,,,,3,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,0,1,2,0,0,1,2,3,0,0,1
7049,0,0,0,0,3,4,5,0,1,0,0,0,1,0,0,0,0,4,7,1,,,,,2,0,1.0,1.0,1,3.0,1,0,0.0,1,1.0,0,10.0,,8,0,1,0,0,1,4,4,0,0,1
7050,0,0,0,0,2,3,5,0,1,0,0,0,0,1,1,0,4,4,7,1,,,,,1,3,2.0,2.0,1,1.0,1,0,0.0,1,1.0,0,10.0,,8,0,1,0,0,4,3,0,0,0,4
7064,0,0,1,2,2,3,5,1,1,0,0,1,1,0,0,0,0,0,5,1,,,,,1,5,2.0,3.0,1,5.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,4,5,6,0,0,0
7065,0,0,1,1,1,3,7,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,4,5,0,0,1
7066,0,0,1,1,1,3,10,0,1,1,1,1,1,1,1,1,0,0,9,2,0.0,1.0,0.0,0.0,1,3,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,3,11,0,0,0
7068,0,0,1,1,4,6,6,1,1,0,1,1,1,1,0,1,0,0,6,3,0.0,1.0,0.0,0.0,1,0,2.0,2.0,1,2.0,1,0,0.0,0,,1,,3.0,8,0,1,0,0,0,2,2,0,0,4
7070,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,1,1.0,1,,3.0,0,1,1,0,0,10,1,8,1,1,1
7071,0,2,1,2,4,5,6,1,1,0,0,1,1,1,0,0,0,0,10,1,,,,,2,2,1.0,1.0,1,5.0,1,0,0.0,0,,0,10.0,,8,0,2,0,0,0,1,0,0,0,0
7073,0,0,1,1,2,3,4,1,1,0,0,1,0,0,0,0,0,0,6,1,,,,,1,2,2.0,2.0,1,1.0,1,0,0.0,0,,1,,1.0,0,0,4,0,0,1,4,6,1,1,1
7086,0,0,1,1,2,5,7,1,1,0,0,0,1,1,1,0,0,0,4,1,,,,,1,4,3.0,2.0,1,5.0,0,0,0.0,0,,0,1.0,4.0,0,1,2,0,0,1,4,8,0,1,1
7087,0,0,1,2,2,2,5,0,1,0,0,1,1,1,0,1,0,0,7,1,,,,,2,0,1.0,,1,1.0,1,0,0.0,0,,0,12.0,,0,0,1,0,0,6,5,2,1,0,0
7088,0,2,1,2,1,3,5,0,1,0,0,1,1,0,0,0,0,0,2,1,,,,,0,4,2.0,2.0,1,5.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,1,2,1,1,1,1
7089,0,2,1,2,3,6,17,1,1,0,0,1,1,1,0,0,0,0,10,1,,,,,2,2,1.0,1.0,1,2.0,1,0,0.0,0,,1,,3.0,0,0,1,0,0,1,4,11,0,0,1
7093,0,0,2,2,1,3,5,0,1,1,0,1,1,1,0,1,0,0,3,1,,,,,1,2,2.0,2.0,4,4.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,6,4,8,0,0,1
7094,0,0,1,0,1,2,2,1,1,0,0,1,0,0,0,0,3,1,6,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,1,2,0,0,1,4,6,0,0,4
7096,0,0,1,2,2,4,12,1,1,0,0,1,1,1,0,1,0,0,5,1,,,,,0,1,2.0,2.0,1,2.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,0,1,6,1,1,4
7097,0,4,1,2,2,3,3,0,1,0,0,1,1,0,0,1,1,0,7,1,,,,,2,1,1.0,2.0,1,2.0,1,1,2.0,0,,1,,1.0,0,0,1,0,0,1,1,10,1,1,1
7099,0,0,1,1,2,3,5,0,1,0,0,0,0,0,0,0,1,1,3,1,,,,,1,5,2.0,2.0,1,5.0,1,0,0.0,0,,1,,4.0,0,0,1,0,0,1,0,1,0,0,1
7100,0,0,1,0,1,2,3,1,1,0,0,1,1,1,1,0,1,0,5,1,,,,,2,3,1.0,1.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,3,5,0,0,1
7102,0,0,1,1,4,5,6,1,1,1,0,1,1,1,0,1,0,0,8,1,,,,,2,3,1.0,3.0,4,3.0,1,0,0.0,0,,0,7.0,,2,1,2,0,0,6,4,6,0,0,2
7105,0,2,1,1,2,3,5,1,1,0,1,1,1,0,0,0,0,0,4,1,,,,,2,5,1.0,3.0,1,2.0,1,0,0.0,0,,1,,4.0,8,1,2,0,0,4,3,4,0,0,4
7106,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,6,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,3,7,0,0,4
7107,0,0,1,2,2,4,4,0,1,0,0,1,1,1,0,1,0,0,4,1,,,,,3,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,2,10,1,1,4
7109,0,1,1,1,3,5,6,1,1,1,0,1,1,1,0,1,0,0,3,1,,,,,0,3,2.0,3.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,1,1,2,1,0,1
7111,0,4,1,1,1,2,3,0,1,0,0,1,1,1,0,1,1,0,3,1,,,,,0,1,2.0,3.0,1,2.0,1,0,2.0,0,,1,,1.0,5,0,1,0,0,6,3,0,1,1,4
7112,0,0,1,2,3,5,5,1,1,0,0,1,1,1,0,0,1,0,4,1,,,,,1,2,2.0,2.0,4,3.0,1,0,0.0,0,,0,6.0,1.0,8,1,2,0,0,6,5,8,0,0,4
7115,0,1,1,1,2,3,8,1,1,1,1,1,1,1,0,1,0,0,3,1,,,,,2,1,1.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,0,5,8,1,1,1
7117,0,0,1,1,1,2,6,1,1,0,0,1,1,0,0,1,0,0,4,1,,,,,1,2,2.0,3.0,1,5.0,1,0,0.0,0,,0,10.0,,8,1,1,0,1,0,1,8,1,1,4
7118,0,0,1,1,1,3,8,1,1,1,0,1,1,1,0,1,0,0,4,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,4,10,1,0,4
7119,0,0,1,2,1,2,3,0,0,0,0,1,1,0,0,0,1,0,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,1,2,0,0,4,3,0,0,0,4
7125,0,0,1,1,3,6,10,0,1,0,0,1,1,0,0,1,2,1,4,1,,,,,1,5,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,1,1,0,0,4
7126,0,0,1,1,1,3,3,0,0,0,0,0,1,0,0,0,0,0,3,1,,,,,1,0,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,8,0,1,0,1,0,4,10,0,0,4
7127,0,0,0,1,5,5,11,0,1,0,0,1,1,1,1,0,0,0,12,1,,,,,3,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,1,2,0,0,0,5,9,0,0,0
7128,0,0,1,1,1,2,2,1,1,0,0,1,1,0,0,0,1,0,4,1,,,,,1,6,3.0,3.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,1,11,0,0,0
7129,0,0,1,1,1,3,5,1,1,0,0,1,1,0,1,0,0,0,3,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,7,0,1,0,0,0,4,1,1,1,0
7130,0,0,1,1,1,2,3,0,1,0,0,1,1,0,0,0,3,0,4,1,,,,,0,4,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,1,3,0,0,0
7131,0,0,0,1,2,2,5,1,1,0,0,1,1,0,0,0,5,1,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,2,2,0,1,4,3,3,0,0,4
7132,0,0,1,2,2,4,7,0,1,1,1,1,1,1,1,1,0,0,5,1,,,,,1,2,1.0,3.0,4,3.0,1,0,2.0,0,,1,,1.0,2,1,1,1,1,6,2,2,0,0,1
7133,0,0,1,1,1,3,4,1,1,0,0,1,0,0,0,0,5,0,7,1,,,,,3,0,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,1,6,0,0,0
7134,0,0,1,1,2,5,7,0,1,0,0,1,1,1,1,1,0,0,6,1,,,,,1,4,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,1,1,0,1,0,2,8,0,1,4
7135,0,1,0,1,4,5,4,1,1,0,1,0,1,1,1,1,0,0,6,1,,,,,2,1,1.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,4,0,0,0,4
7136,0,0,1,0,1,2,2,1,1,0,0,1,1,1,0,0,0,0,3,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,0,1,2,0,0,1,1,6,0,0,1
7137,0,0,1,2,1,2,4,0,1,0,0,1,1,1,0,1,1,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,4,7,0,0,1
7138,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,4,1,,,,,1,1,2.0,2.0,1,3.0,1,0,0.0,0,,0,10.0,,5,2,2,0,0,0,3,1,0,0,4
7139,0,0,1,2,2,4,4,1,1,1,0,1,1,1,1,1,0,0,5,1,,,,,1,4,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,3,10,0,0,4
7140,0,0,1,1,3,5,5,0,0,0,0,1,1,1,0,0,0,0,6,1,,,,,3,0,2.0,2.0,1,1.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,2,5,0,0,4
7141,0,0,1,0,1,1,2,0,1,0,0,0,1,0,0,0,1,0,8,1,,,,,1,4,3.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,3,3,0,0,0
7142,0,0,1,1,2,4,6,1,1,0,1,1,1,1,1,1,0,1,3,1,,,,,1,4,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,1,1,0,0,0,1
7143,0,0,1,0,1,1,2,1,1,0,0,1,1,0,0,0,1,0,3,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,4,0,0,0,4
7215,0,0,1,2,2,3,6,1,1,0,0,1,1,1,0,0,0,1,4,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,1,2,0,0,6,3,9,0,0,4
7233,0,2,1,1,2,4,5,0,1,1,1,1,1,1,0,1,1,1,4,2,0.0,1.0,0.0,0.0,2,2,1.0,3.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,0,1,0,0,3,2,1,0,4
7234,0,2,1,2,3,6,10,1,1,1,1,1,1,1,1,1,0,1,5,1,,,,,2,1,1.0,1.0,3,3.0,1,0,0.0,0,,1,,6.0,0,0,1,0,0,1,3,2,0,0,1
7270,0,0,1,1,1,2,3,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,2,2.0,3.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,2,0,0,0,2,6,0,1,4
7271,0,0,1,1,2,4,5,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,2,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,8,0,3,0,0,1,1,7,0,0,1
7272,0,0,1,1,2,3,6,0,1,0,0,1,1,1,1,0,0,0,4,1,,,,,1,5,2.0,3.0,1,2.0,1,0,2.0,0,,1,,6.0,8,0,4,0,1,0,2,4,0,0,4
7273,0,0,1,1,1,2,2,1,1,0,0,1,1,0,0,1,1,0,4,1,,,,,1,3,2.0,2.0,4,4.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,4,5,0,0,0
7274,0,0,1,1,1,2,6,1,1,1,1,1,1,1,0,1,1,0,4,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,5,0,2,0,0,4,1,9,0,0,0
7275,0,0,1,1,1,2,5,1,1,0,0,1,1,1,1,1,1,0,5,1,,,,,1,2,2.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,8,0,3,0,1,0,5,1,1,0,0
7276,0,0,1,1,2,3,3,1,1,0,0,1,1,1,0,1,0,0,5,1,,,,,1,4,1.0,2.0,4,3.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,1,2,0,0,1
7277,0,0,1,1,2,2,6,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,3,2.0,2.0,1,5.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,3,2,0,0,4
7278,0,2,1,1,1,2,3,0,1,1,1,0,1,0,0,1,0,0,4,1,,,,,0,5,3.0,3.0,1,2.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,1,1,4,0,0,1
7279,0,0,1,1,1,2,9,0,1,1,0,1,1,1,0,1,0,0,3,1,,,,,1,2,2.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,1,1,5,0,0,1
7282,0,0,1,1,2,2,3,1,1,0,0,1,1,1,0,0,0,0,7,1,,,,,2,1,1.0,1.0,2,1.0,1,0,0.0,0,,0,10.0,,8,1,2,0,1,0,1,5,0,0,0
7283,0,0,1,1,1,1,3,1,1,0,0,1,1,0,0,1,0,1,4,1,,,,,1,3,2.0,2.0,2,1.0,1,0,2.0,0,,1,,1.0,8,0,3,0,1,0,2,0,0,0,0
7284,0,0,1,2,2,3,5,0,1,1,1,1,1,1,1,1,0,0,5,1,,,,,1,4,2.0,2.0,4,7.0,1,1,2.0,0,,1,,1.0,0,0,1,0,0,1,0,3,0,0,1
7285,0,0,0,1,1,5,15,0,0,0,0,1,0,0,1,1,5,4,8,4,0.0,1.0,0.0,0.0,0,0,2.0,2.0,1,2.0,1,0,0.0,1,1.0,1,,1.0,8,0,1,0,0,10,4,1,1,1,4
7286,0,0,0,1,1,2,4,1,1,0,0,1,0,0,0,1,3,4,4,1,,,,,1,3,2.0,,2,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,5,4,10,0,0,4
7292,0,0,1,1,3,5,5,1,1,0,0,1,1,1,0,0,0,1,10,1,,,,,2,2,1.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,2,3,0,0,0,3,10,1,1,4
7293,0,0,0,0,2,3,3,0,1,0,0,1,0,0,0,0,3,1,6,1,,,,,1,4,1.0,3.0,1,5.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,4,10,0,0,4
7297,0,0,1,1,1,3,6,1,1,0,0,1,1,1,0,0,0,1,3,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,5,0,1,0,0,0,0,9,0,0,4
7299,0,0,0,1,2,2,5,0,1,0,0,1,1,0,0,0,0,1,7,1,,,,,1,3,2.0,3.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,4,2,1,1,4
7300,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,1,1,3,1,,,,,1,1,2.0,2.0,1,5.0,1,0,0.0,0,,0,10.0,,5,1,1,0,1,0,1,5,0,0,4
7301,0,0,1,1,6,7,8,0,1,0,0,1,1,0,1,1,0,0,17,5,0.0,1.0,0.0,0.0,1,1,2.0,2.0,1,2.0,1,0,1.0,0,,0,10.0,,5,1,1,0,0,5,0,8,0,0,0
7302,0,1,1,1,2,3,5,1,1,0,1,1,0,0,0,0,5,0,6,2,0.0,1.0,0.0,0.0,0,1,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,0,1,3,0,0,0
7303,0,2,1,1,2,3,5,0,1,0,0,1,1,1,0,0,0,2,3,1,,,,,0,1,2.0,3.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,0,1,5,0,0,0
7306,0,0,1,1,1,1,2,0,1,1,0,1,1,0,0,0,3,0,4,1,,,,,1,2,2.0,2.0,1,1.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,5,2,5,1,0,4
7307,0,0,1,1,1,1,2,0,1,0,0,1,0,0,0,0,0,0,3,1,,,,,0,1,2.0,2.0,2,2.0,1,0,2.0,0,,1,,4.0,5,0,1,0,0,0,3,9,0,0,0
7334,0,0,1,1,2,3,7,0,1,0,0,1,1,1,0,1,5,0,7,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,2,4,0,0,4
7335,0,2,1,2,3,7,15,0,1,1,1,1,1,1,1,1,0,0,6,1,,,,,2,3,1.0,2.0,4,3.0,1,0,2.0,0,,0,6.0,1.0,8,0,1,0,0,1,2,7,0,0,1
7337,0,2,0,1,3,4,9,1,0,0,0,1,1,1,1,1,5,0,6,1,,,,,2,2,1.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,3,8,1,1,4
7338,0,0,0,1,3,4,5,1,1,0,1,1,1,1,1,1,1,0,7,1,,,,,3,5,3.0,2.0,1,0.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,0,3,9,0,0,4
7340,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,4,1,,,,,1,2,3.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,7,1,2,0,0,0,4,10,1,1,1
7344,0,0,0,1,2,2,2,1,0,0,0,1,1,1,0,0,0,1,4,1,,,,,2,1,1.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,2,3,0,1,4
7347,0,0,1,1,1,1,6,0,1,1,1,1,0,1,1,1,0,1,3,1,,,,,1,5,3.0,3.0,4,3.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,0,8,0,1,4
7349,0,4,0,1,2,2,5,1,1,1,0,1,1,0,1,0,4,1,4,1,,,,,2,2,1.0,1.0,4,4.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,6,4,2,1,0,4
7351,0,4,1,1,2,2,3,1,1,0,0,1,1,0,0,0,3,0,3,1,,,,,0,5,2.0,3.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,1,9,0,1,1
7352,0,0,0,1,3,3,5,1,1,0,0,1,1,1,1,1,3,1,8,1,,,,,3,1,2.0,2.0,1,5.0,1,0,0.0,1,1.0,0,10.0,,8,0,1,0,0,0,4,1,1,0,4
7353,0,0,1,2,1,4,7,1,1,0,0,1,1,1,1,0,3,0,4,1,,,,,1,2,2.0,2.0,4,2.0,1,0,2.0,0,,0,10.0,,8,0,2,0,0,0,4,8,1,1,0
7354,0,0,1,1,1,2,2,1,1,0,0,1,0,0,0,0,1,0,3,1,,,,,1,0,2.0,3.0,2,1.0,1,0,0.0,0,,0,10.0,,7,0,1,0,0,4,2,10,0,1,0
7355,0,0,1,1,1,2,6,1,1,0,0,1,0,1,0,1,3,0,4,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,1,2,0,0,0,4,10,0,0,0
7356,0,0,1,1,1,2,4,0,1,0,0,0,0,0,0,0,1,2,4,1,,,,,1,1,2.0,3.0,1,2.0,1,0,0.0,0,,0,10.0,,8,1,2,1,0,4,4,11,1,1,4
7361,0,2,1,1,4,4,10,0,1,1,1,1,1,1,1,1,0,0,6,1,,,,,0,5,3.0,3.0,2,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,0,0,11,0,0,4
7362,0,2,0,1,2,2,3,1,1,0,0,1,1,1,0,1,1,1,5,1,,,,,0,2,2.0,2.0,1,4.0,1,1,0.0,0,,1,,1.0,8,0,1,0,0,0,3,3,0,0,4
7364,0,3,1,1,3,4,6,0,1,0,1,1,1,1,1,1,1,0,9,1,,,,,2,3,1.0,1.0,1,2.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,0,1,6,1,1,4
7365,0,0,0,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,5,1,,,,,1,4,2.0,2.0,1,5.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,0,3,6,0,0,4
7367,0,2,0,1,1,2,2,0,0,0,0,1,0,0,0,0,1,1,2,1,,,,,0,5,3.0,3.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,0,2,5,0,0,4
7368,0,0,0,1,2,3,7,1,1,1,0,1,1,1,1,0,1,1,5,1,,,,,1,4,3.0,3.0,1,5.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,4,0,0,0,4
7369,0,0,1,0,1,1,3,1,1,0,0,1,1,1,0,1,1,0,7,2,0.0,1.0,0.0,0.0,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,1,,1.0,0,1,2,0,0,0,4,2,0,0,4
7370,0,1,1,1,3,4,5,1,1,0,1,1,1,1,0,1,1,2,11,2,0.0,0.0,1.0,0.0,3,1,1.0,3.0,1,2.0,1,0,0.0,0,,0,12.0,,8,0,1,0,0,0,5,6,0,0,4
7371,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,1,2,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,1,2,0,0,0,3,2,0,0,1
7375,0,0,1,1,1,2,4,1,1,0,0,1,1,0,0,1,0,0,4,1,,,,,1,2,3.0,2.0,1,1.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,1,4,0,0,1
7386,0,0,0,1,4,5,10,1,0,0,0,1,1,1,0,0,1,1,18,3,0.0,1.0,0.0,0.0,0,2,1.0,1.0,2,2.0,1,0,0.0,0,,1,,6.0,5,1,2,0,0,0,2,8,0,0,0
7387,0,2,0,1,3,3,6,1,1,0,1,1,1,0,0,1,0,1,5,1,,,,,3,2,1.0,2.0,4,2.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,0,3,6,1,1,0
7389,0,1,0,1,1,2,2,1,1,0,0,1,1,0,0,0,0,1,3,1,,,,,0,3,2.0,2.0,2,2.0,1,0,0.0,0,,0,1.0,4.0,5,0,1,0,0,0,3,2,0,0,4
7393,0,0,0,1,2,3,7,0,1,0,0,1,1,0,1,0,0,1,6,2,0.0,1.0,0.0,0.0,1,3,3.0,2.0,4,4.0,1,0,0.0,0,,0,7.0,,0,0,1,0,0,1,2,6,1,0,1
7397,0,0,1,1,1,3,12,1,1,1,1,1,1,1,1,1,0,0,4,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,5,0,1,0,0,4,1,3,1,1,4
7398,0,0,1,1,2,3,8,1,1,1,0,1,1,1,1,1,0,0,5,1,,,,,1,5,2.0,2.0,2,2.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,0,2,3,0,0,4
7399,0,0,1,1,1,2,3,1,1,0,0,1,1,0,0,1,0,0,4,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,1,,1.0,5,0,1,0,0,0,3,11,0,0,0
7400,0,0,1,1,2,5,6,1,1,0,1,1,1,1,0,1,0,0,3,1,,,,,1,5,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,6,1,4,0,1,0
7401,0,0,1,1,2,3,7,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,2,2.0,2.0,1,1.0,1,0,2.0,0,,1,,4.0,5,0,1,0,0,4,0,9,0,0,4
7402,0,0,1,2,2,5,7,1,1,0,0,1,0,1,0,1,0,0,5,1,,,,,1,3,2.0,1.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,1,0,0,0,4
7403,0,0,1,2,1,4,7,0,1,0,0,1,1,1,0,1,0,0,3,1,,,,,1,4,2.0,3.0,2,2.0,1,0,2.0,0,,0,10.0,,8,1,1,0,1,4,3,11,1,0,4
7404,0,0,1,2,2,5,8,1,1,0,0,1,1,1,0,1,0,0,5,1,,,,,0,6,2.0,3.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,2,3,0,0,4
7407,0,0,1,2,2,5,9,0,1,1,1,1,1,1,0,1,0,0,7,1,,,,,4,1,1.0,2.0,1,1.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,0,1,2,0,0,4
7408,0,0,1,1,2,5,10,0,1,0,0,1,1,1,1,1,0,0,4,1,,,,,1,3,2.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,6,2,4,0,0,0
7410,0,0,1,1,3,4,4,1,1,1,0,1,1,1,1,1,0,0,6,1,,,,,1,3,2.0,3.0,2,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,4,0,4,1,1,4
7411,0,0,1,2,2,3,6,0,1,0,0,1,1,1,0,1,1,1,4,1,,,,,1,3,2.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,4,6,0,0,4
7413,0,2,1,1,2,5,5,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,2,0,1.0,1.0,2,1.0,1,1,2.0,0,,0,8.0,,8,0,1,0,0,4,3,5,1,0,4
7415,0,2,1,1,2,2,2,1,1,0,0,1,1,1,0,0,1,1,6,2,0.0,1.0,0.0,0.0,0,2,2.0,2.0,1,2.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,0,3,9,0,0,4
7416,0,0,1,1,1,2,4,1,1,0,0,1,1,1,0,1,1,1,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,2,8,0,0,4
7417,0,0,1,0,1,1,2,1,1,0,0,1,0,0,0,0,0,1,3,1,,,,,1,4,2.0,3.0,1,1.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,2,4,0,0,4
